Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
3747,a2002,zT,B,G,,,44x55,mittel,breit,,,UnG,A, ,,,,H2,gr,,wid,Duo-Zeichnung mit Stéphanie Pichonnat,iBdK,,Stéphanie Pichonnat,,,3747
3748,a1992,T, ,,,,62x45,mittel,hoch,tS,,U,,,,,,H2,gr,,,,iBdK,,Katharina Gusset,,,3748
3749,a2002,Mt,B,K,G,,50x65,mittel,breit,,,UnG,A,ZM,,,,H2,gr,,,Duo-Zeichnung mit Stéphanie Pichonnat,iBdK,,Stéphanie Pichonnat,,,3749
3750,a1995,K ,,,,,53x76,mittel,breit,tS,,U,A,,,,,H1,bw,,waa,,iBdK,,Katharina Gusset,,,3750
3751,a1995,K ,,,,,53x76,mittel,breit,tS,,UoG,A,,,,,H1,bw,,waa,,iBdK,,Katharina Gusset,,,3751
3752,a1995,K ,,,,,53x76,mittel,breit,tS,,UoG,A,,,,,H1,bw,,waa,,iBdK,,Katharina Gusset,,,3752
3753,a1995,K ,,,,,53x76,mittel,breit,tS,,UoG,A,,,,,H1,bw,,waa,,iBdK,,Katharina Gusset,,,3753
3754,a1995,K ,,,,,53x76,mittel,breit,tS,,U,,,,,,H1,bw,,waa,,iBdK,,Katharina Gusset,,,3754
3755,a1995,Mt,B,T,G,,50x65,mittel,breit,,,Gs,A,Z,,,,H4,gr,,,Zeichnerin,iBdK,,,,,3755
3756,a1995,Mt,T,K,G,,75x53,mittel,hoch,,,Gs,A,Z,,,,H5,gr,,sko,Zeichnerin,iBdK,,,,,3756
3757,a1995,Mt,T,K,G,,41x76,mittel,breit,,,Gs,A,ZM,P,FigG,,H4,gr,,kre,,iBdK,,,,,3757
3758,a1995,Mt,K,T,G,,51x79,mittel,breit,,,Gs,A,Z,FigG,Sb,,H4,gr,,ste,"Zeichner, Modell",iBdK,,,,,3758
3759,a1995,zT,K ,G,,,53x76,mittel,breit,,,Gs,AP,FigG,,,,H5,gr,ParT,,Bacchanale (nach Tizian),iBdK,,,,,3759
3760,a1995,Mt,B,G,K,,50x65,mittel,breit,,,Gs,A,Z,,,,H4,gr,,,Zeichnerin,iBdK,,,,,3760
3761,a1995,zT,B,K,,,50x50,mittel,quadratisch,,,Gs,A,ZM,BiB,,,H3,gr,,,,iBdK,,,,,3761
3762,a1995,Mt,T,K,G,,53x45,mittel,hoch,,,Gs,A,Z,lL,,,H4,gr,,sko,Malerin,iBdK,,,,,3762
3763,a2005,Mt,B,Fa,G,,42x60,mittel,breit,Lwi,,U,,,,,,H2,gr,,zwi,Flugdino,iBdK,,Simone Eisenhut,,,3763
3764,a2008,G, ,,,,23x65,mittel,breit,RiK,,UoG,,,,,,H4,cf,,,,iBdK,,,,,3764
3765,a1986,Mt,T,G,Pm,,48x65,mittel,breit,,,UoG,L,,,,,H2,cf,,,,iBdK,,,,,3765
3766,a1988,zT,G,Pm,,,54x62,mittel,breit,RiK,,U,,,,,,H4,b,,,,iBdK,,,,,3766
3767,a1988,zT,G,Pm,,,57x61,mittel,breit,,,U,,,,,,H5,cf,,,,iBdK,,,,,3767
3768,a1983,G,,,,,48x59,mittel,breit,,,Gs,A,P ,,,,H2,cf,,,,iBdK,,,,,3768
3769,a1987,T,,,,,41x57,mittel,breit,,,UoG,A,,,,,H3,gr,,,,iBdK,,,,,3769
3770,a1990,C,Mt,Fo,OPa,G,12x83,mittel,breit,,,UnG,Sch,KP,L ,,,H3,cf,,was,,iBdK,,,,,3770
3771,a1990,C,Mt,Fo,OPa,G,10x68,mittel,breit,,,U,Sch,KP,,,,H3,cf,,was,,iBdK,,,,,3771
3772,a1990,C,Mt,Fo,OPa,G,13x81,mittel,breit,,,U,Sch,KP,,,,H3,g,,was,,iBdK,,,,,3772
3773,a1990,C,Mt,Fo,OPa,G,10x78,mittel,breit,,,U,Sch,KP,,,,H3,g,,was,,iBdK,,,,,3773
3774,a1990,C,Mt,Fo,OPa,G,10x71,mittel,breit,,,U,Sch,KP,,,,H3,cf,,was,,iBdK,,,,,3774
3775,a1990,C,Mt,Fo,OPa,G,9x72,mittel,breit,,,U,Sch,KP,,,,H4,c,,was,,iBdK,,,,,3775
3776,a1990,C,Mt,Fo,Ls,,30x64,mittel,breit,,,U,Sch,KP,,,,H3,b,,was,,iBdK,,,,,3776
3777,a1990,C,Mt,Fo,OPa,G,34x117,mittel,breit,,,U,Sch,KP,,,,H4,c,,was,,iBdK,,,,,3777
3778,a1987,T,,,,,41x57,mittel,breit,,,UoG,A,,,,,H3,gr,,,,iBdK,,,,,3778
3779,a1984,OP,,,,,75x100?,gross,breit,,,Gs,O,Ti,,,,H3,cf,,,,?,,,,,3779
3780,a1990,C,,Fo,G,,8x50,mittel,breit,,,U,Sch,KP,,,,H3,cf,,was,,iBdK,,,,,3780
3781,a1990,C,Mt,Fo,OPa,B,9x53,mittel,breit,,,U,Sch,KP,,,,H3,c,,was,,iBdK,,,,,3781
3782,a1990,C,Mt,Fo,B,Ks,9x68,mittel,breit,,,U,Sch,KP,,,,H3,c,,was,,iBdK,,,,G,3782
3783,a1990,C,Mt,Fo,OPa,G,9x51,mittel,breit,,,U,Sch,KP,,,,H3,g,,was,,iBdK,,,,,3783
3784,a1990,C,Mt,Fo,OPa,,13x79,mittel,breit,,,U,Sch,KP,,,,H4,c,,was,,iBdK,,,,,3784
3785,a1990,C,Mt,Fo,OPa,G,9x69,mittel,breit,,,U,Sch,KP,,,,H4,b,,was,,iBdK,,,,,3785
3786,a1990,C,Mt,Fo,OPa,,11x68,mittel,breit,,,U,Sch,KP,,,,H3,c,,was,,iBdK,,,,,3786
3787,a1990,C,Mt,Fo,OPa,G,10x75,mittel,breit,,,U,Sch,KP,,,,H4,c,,was,,iBdK,,,,,3787
3788,a1990,C,Mt,Fo,OPa,G,12x70,mittel,breit,,,U,Sch,KP,,,,H4,b,,was,,iBdK,,,,,3788
3789,a1990,C,Mt,Fo,OPa ,,9x47,mittel,breit,,,U,Sch,KP,,,,H4,c,,was,,iBdK,,,,,3789
3790,a1990,C,Mt,Fo,OPa,G,10x72,mittel,breit,,,U,Sch,KP,,,,H4,c,,was,,iBdK,,,,,3790
3791,a1990,C,Mt,Fo,OPa,G,18x105,mittel,breit,,,U,Sch,KP,,,,H3,cf,,was,,iBdK,,,,,3791
3792,a2016,OP ,,,,,54x67,mittel,breit,,,U,,,,,,H3,cf,,,,iBdK,,,,,3792
3793,a1985,G,,,,,17x20,klein,breit,,,Gs,O,bb,,,,H3,cf,,,,iBdK,,,,,3793
3794,a1987,T,,,,,19x26,klein,breit,,,U,,,,,,H5,gr,,,,iBdK,,,,,3794
3795,a2016,Mt,B,T,Opl,,11x15,klein,breit,,,Gs,Ti,O,,,,H4,gr,,,"Tisch, Teller",iBdK,,,,,3795
3796,a2017,B,,,,,14x18,klein,breit,sM,,U,,,,,,H4,bw,ParPC,,La Montagne Sainte-Victoire (d'après Cézanne),iBdK,,,,,3796
3797,a2012,B,,,,,11x15,klein,breit,,,U,,,,,,H1,bw,Par9a,,frei nach Sofia Bäcklund,iBdK,,,,,3797
3798,a2012,B,,,,,11x15,klein,breit,,,U,,,,,,H1,bw,Par9a,,frei nach Sofia Bäcklund,iBdK,,,,,3798
3799,a2012,G,,,,,17x25,klein,breit,,,UoG,L,,,,,H4,g,ParFV,,Vallée de la Cagne (d'après Felix Vallotton),iBdK,,,,,3799
3800,a2015,zT,T,B,,,21x30,klein,breit,,,Gs,F,St,,,,H4,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3800
3801,a2015,Mt,Dd,T,B,,21x30,klein,breit,Lwi,,U,,, ,,,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3801
3802,a2017,Mt,T,Fa,B,Opl,21x30,klein,breit,,,UoG,F,St,,,,H4,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3802
3803,a2012,zT,B,G,,,21x30,klein,breit,Lwi,,U,,,,,,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3803
3804,a2015,T,,,,,21x30,klein,breit,,,UoG,F,St,,,,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3804
3805,a2017,zT,B,G,,,21x30,klein,breit,,,UoG,F,St,,,,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3805
3806,a2015,zT,B,T,,,21x30,klein,breit,,,U,,,,,,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3806
3807,a2015,Mt,B,T,C,Fs,21x30,klein,breit,,,UoG,F,St,,,,H3,gr,ParPC,waa,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3807
3808,a2015,Mt,B,T,C,Fs,21x30,klein,breit,,,UoG,F,St,,,,H3,gr,ParPC,waa,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3808
3809,a2013,B,,,,,21x30,klein,breit,,Fro,U,,,,,,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3809
3810,a2017,zT,T,Fal,,,21x30,klein,breit,,,UoG,F,St,,,,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3810
3811,a2012,zT,Dd,G,,,21x30,klein,breit,,,U,BiB,,,,,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3811
3812,a2017,B, ,,,,21x30,klein,breit,Lwi,,UnG,F,St,,,,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),iBdK,,,,,3812
3813,a2017,zT,B,Ks,,,30x21,klein,hoch,,,UnG,A,,,,,H2,gr,,,Kontakte,iBdK,,,,,3813
3814,a2017,zT,B,Fal,,,21x15,klein,hoch,,,Gs,A,ZM,,,,H2,gr,,,"Zeichner, Modell",iBdK,,,,,3814
3815,a2017,zT,B,T,,,21x30,klein,breit,Lst,,UnG,A,ZM,,,,H3,gr,,,"Modell, Zeichner",iBdK,,,,,3815
3816,a2017,B,,,,,20x24,klein,breit,,Fro,UnG,A, ,,,,H2,gr,,,Sitzende,iBdK,,,,,3816
3817,a2005,Mt,Lk,B,Fa,,15x30,klein,breit,,,U,,,,,,H1,gr,Kr8,,élan,iBdK,,,,,3817
3818,a2007,zT,B,Ks,,,21x30,klein,breit,Lst,,U, , ,,,,H2,bw,Kr1,jun,statistisch gesehen,iBdK,,,,,3818
3819,a2014,zT,Dd,B,,,21x30,klein,breit,Lwi,,U,BiB, ,,,,H4,gr,Kr1,,Dreh- und Angelpunkte,iBdK,,,,,3819
3820,a2017,Mt,Ks,T,B,W,15x21,klein,breit,Lst,,UnG, , ,,,,H3,v,Kr5a,,homme debout,iBdK,,,,,3820
3821,a2017,Mt,Fa,B,Dd,,11x15,klein,breit,,,Gs,Pf,Ri,Ti,,,H2,gr,Kr2a,,vase,iBdK,,,,,3821
3822,a2017,B, ,,,,12x21,klein,breit,,,U,,,,,,H3,gr,Kr2a,,Hartes erblüht,iBdK,,,,,3822
3823,a2017,zT,Dd,G,,,21x30,klein,breit,,,UnG,Pf,BiB,,,,H3,gr,Kr2a,zwi,5-blättrig,iBdK,,,,,3823
3824,a2004,B, ,,,,21x30,klein,breit,,,U, ,,,,,H5,bw,Kr2a,,nadelwaldig,iBdK,,,,,3824
3825,a2012,Mt,Od,Fa,B,C,15x20,klein,breit,Gi,,U,Sch,,,,,H3,v,Kr2a,,Blüte (1.0-2.0),iBdK,,,,,3825
3826,a2017,zT,B,G,,,21x30,klein,breit,,,U,,,,,,H1,gr,Kr2b,zwi,caged,iBdK,,,,,3826
3827,a2017,Mt,B,G,Fs,,21x21,klein,quadratisch,Lst,,U,Sch,,,,,H2,gr,Kr3,waa,eine reichlich komplizierte Geschichte,iBdK,,,,,3827
3828,a2016,Mt,B,Fs,Fa,,9x11,klein,breit,,,U,Sch,,,,,H5,gr,Kr3,,tiny midnight rambler,iBdK,,,,,3828
3829,a2013,C,B,G,,,15x23,klein,breit,,,U,,,,,,H2,gr,Kr4,,Rondo (staccato),iBdK,,,,,3829
3830,a2001,T, ,,,,21x30,klein,breit,,,U,,,,,,H4,gr,Kr4,,paysage breton,iBdK,,,,,3830
3831,a2017,zT,Dd,B,,,21x30,klein,breit,,,U,,,,,,H2,gr,Kr4,waa,Landschaftsplanung,iBdK,,,,,3831
3832,a2017,Mt,B,Fa,Fs,,15x28,klein,breit,Lst,,U,,,,,,H2,gr,Kr4,fis,Shibuya (rural view),iBdK,,,,,3832
3833,a2015,B,,,,,9x12,klein,breit,sM,,U,,,,,,H3,bw,Kr4,,Irrgarten,iBdK,,,,,3833
3834,a2015,B,,,,,9x12,klein,breit,sM,,U,,,,,,H3,bw,Kr4,,dazwischen immer wieder,iBdK,,,,,3834
3835,a2015,B,,,,,9x12,klein,breit,sM,,U,,,,,,H4,bw,Kr4,,nightfall,iBdK,,,,,3835
3836,a2014,C,Kf,B, ,,14x21,klein,breit,,,U,,,,,,H4,gr,Kr5a,,je vous attends au tournant,iBdK,,,,,3836
3837,a2009,C,Dd,T,B,Mt,14x19,klein,breit,,,UnG,mF,,,,,H3,gr,Kr5a,was,auf der Mole,iBdK,,,,,3837
3838,a2001,zT,Dd,Le,,,11x17,klein,breit,,,UnG,mF,,,,,H2,gr,Kr5a,,Sichtung,iBdK,,,,,3838
3839,a2014,C,T,Dd, ,,24x18,klein,hoch,,,UnG,mF, ,,,,H3,gr,Kr5a,,angesichts,iBdK,,,,,3839
3840,a2014,C,B,Dd,T,Mt,18x24,klein,breit,,,UnG,mF,Pf,,,,H2,y,Kr5a,,woher?,iBdK,,,,G,3840
3841,a2014,C,Dd,B,G,Mt,18x27,klein,breit,Lst,,U,Sch,,,,,H3,gr,Kr5a,,scheu angesichts,iBdK,,,,,3841
3842,a2012,Mt,B,G,Fa,,21x30,klein,breit,,,U,,,,,,H2,gr,Kr5a,,will nur spielen,iBdK,,,,,3842
3843,a2014,C,B,Fs, ,,13x19,klein,breit,,,UnG,P,,,,,H3,gr,Kr5b,waa,Karyatiden,iBdK,,,,,3843
3844,a2017,zT,B,Ks,,,9x11,klein,breit,,,UnG,O,,,,,H3,gr,Kr6,,"Küste, 2 Boote",iBdK,,,,,3844
3845,a2017,zT,B,G,,,21x30,klein,breit,,,U,,,,,,H2,gr,Kr5c,,fünfstimmiger Chor (Früchtestilleben),iBdK,,,,,3845
3846,a2014,C,Dd,B,T,Mt,19x27,klein,breit,,,U,,,,,,H4,gr,Kr5d,,grosse Liegende,iBdK,,,,,3846
3847,a2014,C,B,G, ,,17x21,klein,breit,,,UnG,AX,mF,,,,H4,cf,Kr5d,sko,body painting,iBdK,,,,,3847
3848,a2017,zT,B,Fs,,,21x30,klein,breit,,,UoG,mF,Ri,,,,H2,gr,Kr5c,zwi,zu fünft,iBdK,,,,,3848
3849,a1996,T, ,,,,21x30,klein,breit,,,U,,,,,,H3,bw,Kr5d,,weiblicher Akt (in Entstehung),iBdK,,,,,3849
3850,a2007,Mt,Dd,T,B,,9x11,klein,breit,,,UnG,AX,Kt,,,,H3,gr,Kr5d,sko,berührbar,iBdK,,,,,3850
3851,a2004,zT,Dd,Opl,,,9x13,klein,breit,,,UnG,AX,,,,,H4,gr,Kr5e,,Auge,iBdK,,,,,3851
3852,a2007,Mt,B,G,Fs,,15x27,klein,breit,,,UnG,Ri, ,,,,H2,gr,Kr5e,,think it over,iBdK,,,,,3852
3853,a2001,zT,Dd,T,,,21x30,klein,breit,,,U,,,,,,H3,gr,Kr5e,,irgendwie die Witwe Bolte,iBdK,,,,,3853
3854,a2017,Mt,Dd,Fa,B,,16x21,klein,breit,,,UnG,Ri,Sb,,,,H2,gr,Kr5e,,ungefähr ich,iBdK,,,,,3854
3855,a2004,Mt,B,G,Ve,,21x30,klein,breit,,,UoG,lL,,,,,H3,gr,Kr6,,"Altar, Black Box, Bild",iBdK,,,,,3855
3856,a2005,Mt,Dd,B,T,,20x28,klein,breit,,,U,BiB,,,,,H2,gr,Kr6,,"der Nouss, die Bilder",iBdK,,,,,3856
3857,a2007,zT,Dd,Fs,,,20x28,klein,breit,Lst,,U,,,,,,H2,gr,Kr6,zwi,seltenes Saiteninstrument,iBdK,,,,,3857
3858,a2017,zT,Dd,B,,,21x28,klein,breit,Lst,,U,,,,,,H2,bw,Kr6,,Syrinx,iBdK,,,,,3858
3859,a2017,Mt,G,B,Ks,,21x30,klein,breit,,,U,Sch,,,,,H2,gr,Kr6,,Sillleben (in 5 Schritten),iBdK,,,,,3859
3860,a2015,zT,B,T,,,11x15,klein,breit,,,U,Sch,,,,,H4,gr,Kr6,,falsch berechnet,iBdK,,,,,3860
3861,a2015,Mt,B,T,G,,11x15,klein,breit,,,U,,,,,,H3,gr,Kr6,,z.B. ein Spiegel,iBdK,,,,,3861
3862,a2014,Mt,Dd,T,B,,11x15,klein,breit,,,U,,,,,,H3,gr,Kr6,,z.B. eine Art Baggerschaufel,iBdK,,,,,3862
3863,a2004,Mt,Dd,T,B,,15x21,klein,breit,,,U,Sch,,,,,H4,gr,Kr7,,Oval,iBdK,,,,,3863
3864,a2014,Mt,Dd,B,Fa,T,11x17,klein,breit,,,U,,,,,,H2,b,Kr7,,chart,iBdK,,,,,3864
3865,a2014,Mt,B,Fs,Dd,C,20x28,klein,breit,Lwi,,U, ,,,,,H2,gr,Kr8,waa,frühlingshaft,iBdK,,,,,3865
3866,a2017,Mt,Dd,Fs,B,Ve,20x27,klein,breit,,,U,,,,,,H1,gr,Kr8,,Status: ungewiss,iBdK,,,,,3866
3867,a2017,Mt,B,G,T,,11x15,klein,breit,,,U,,,,,,H5,gr,Kr8,sko,blinder Seher,iBdK,,,,,3867
3868,a2017,Mt,B,Fa,G,Fs,11x15,klein,breit,,,U,,,,,,H5,gr,Kr8,,immerhin,iBdK,,,,,3868
3869,a2017,T,,,,,21x22,klein,breit,,,U,,,,,,H5,gr,Kr8,,gefährliche Zone,iBdK,,,,,3869
3870,a2004,T,,,,,21x30,klein,breit,,,U,,,,,,H4,gr,Kr8,sko,switcher,iBdK,,,,,3870
3871,a1996,T,,,,,21x30,klein,breit,,,U,,,,,,H2,gr,Kr8,,Schweres schwebt,iBdK,,,,,3871
3872,a2010,Mt,Dd,B,T,G,21x30,klein,breit,,,U,,,,,,H4,gr,Kr9,,Sisyphus,iBdK,,,,,3872
3873,a2017,Mt,B,G,Fs,,21x30,klein,breit,,,UnG,Ar,,,,,H2,gr,Kr10a,,Haus an gefährlichem Ort,iBdK,,,,,3873
3874,a2010,zT,B,Fs,,,21x12,klein,hoch,,,Gs,Ar,,,,,H3,gr,Kr10a,,stapeln,iBdK,,,,,3874
3875,a2014,Mt,T,Fs,G,,11x15,klein,breit,,,U,Gi,O,,,,H5,gr,Kr10a,,Fenster,iBdK,,,,,3875
3876,a2008,zT,Dd,B,,,21x30,klein,breit,,,U,,,,,,H2,gr,Kr10a,,körpernahes Bauen,iBdK,,,,,3876
3877,a2017,B,,,,,18x30,klein,breit,,,U,,,,,,H3,gr,Kr10a,,lockere Mauer,iBdK,,,,,3877
3878,a2001,B,,,,,11x15,klein,breit,,,UoG,AX,P,Ca,,,H4,gr,Kr11,,Künstler mit Muse in Griffnähe,iBdK,,,,,3878
3879,a2017,C,B,T,Fa,Mt,15x21,klein,breit,,,UnG,mF,Ca,,,,H3,gr,Kr11,,holpriges Capriccio,iBdK,,,,,3879
3880,a2006,zT,Dd,G,,,21x24,klein,breit,,,UnG,,,,,,H3,gr,Kr11,,sehr viel versprechendes Projekt,iBdK,,,,,3880
3881,a2017,zT,B,Opl,,,20x28,klein,breit,,,U,Sch,,,,,H2,gr,Kr12,waa,Quer pasticciaccio brutto de Via Merulana,iBdK,,,,,3881
3882,a2010,zT,Fs,B,T,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,sko,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3882
3883,a2010,zT,B,Fs,,,15x11,klein,hoch,Lst,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3883
3884,a2010,zT,Od,B,,,15x11,klein,hoch,,,UnG,AX,P,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H5,gr,ParRM,sko,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3884
3885,a2016,zT,B,Ac,,,15x11,klein,hoch,,,U,Ljg,Sch,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3885
3886,a2016,Dd,,,,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,zwi,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3886
3887,a2010,Mt,Od,B,G,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,ste,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3887
3888,a2010,G,,,,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3888
3889,a2016,zT,B,Fa,,,15x11,klein,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3889
3890,a2010,zT,K,T,,,15x11,klein,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3890
3891,a2012,C,T,B,,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3891
3892,a2016,B,,,,,15x11,klein,hoch,,,Gs,AX,P,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3892
3893,a2012,T,,,,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3893
3894,a2012,B,,,,,15x11,klein,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,kre,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3894
3895,a2010,zT,B,T,,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3895
3896,a2012,Mt,B,T,Fa,,15x11,klein,hoch,,,UnG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3896
3897,a2012,zT,B,T,,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,sko,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3897
3898,a2016,zT,B,T,,,15x11,klein,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3898
3899,a2016,B,,,,,15x11,klein,hoch,,,Gs,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,jun,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3899
3900,a2016,zT,B,G,,,15x11,klein,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3900
3901,a2010,zT,B,T,,,15x11,klein,hoch,,,UnG,mF,Ljg,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3901
3902,a2012,zT,B,T,,,15x11,klein,hoch,,,U,LjG,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3902
3903,a2012,B,,,,,15x11,klein,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3903
3904,a2010,G,,,,,15x11,klein,hoch,,,Gs,AP,Ljg,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3904
3905,a2010,zT,B,G,,,15x11,klein,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3905
3906,a2012,B,,,,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3906
3907,a2016,zT,B,T,,,15x11,klein,hoch,,,U,Sch,Ljg,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3907
3908,a2010,T,,,,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3908
3909,a2016,B,,,,,15x11,klein,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,wid,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3909
3910,a2010,zT,B,T,,,15x11,klein,hoch,,,Gs,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H1,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3910
3911,a2012,T,,,,,15x11,klein,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3911
3912,a2012,Mt,Dd,Ko,B,,15x11,klein,hoch,Ul,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,was,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3912
3913,a2016,C,T,Fa, ,,15x11,klein,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,,Les jours gigantesques (d'après René Magritte),iBdK,res,,,,3913
3914,a2010,Ac,,,,,15x11,klein,hoch,,,UoG,AP,Ljg,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H1,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magritte)",iBdK,res,,,,3914
